dataset_name	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales.f__Victivallaceae	0.0	0.04904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13349	0.0	0.20762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17088	0.0	0.0	0.0	0.0	0.0	0.08355	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae	0.0	0.0	0.0113	0.0	0.0	0.02915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae	0.0	0.24365	0.28182	0.1858	0.08125	0.21386	0.82664	0.16649	0.63025	0.0	0.0061	0.0	0.0	2.10667	0.0	0.0	0.1565	2.97028	0.01802	0.0	0.0	0.5229	0.0	1.70595	0.0	0.00277	0.0	0.75303	0.0049	0.01173	0.49443	0.46072	0.00793	0.01091	0.00069	0.29198	0.39762	0.0	0.00199	1.11328	0.27626	0.84819	0.50623	0.0081	0.80553	0.0	0.0	0.08851	0.16269	0.00105	0.10687	0.07201	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.31439	0.0	0.0	0.0	0.00477	2.38627	0.09494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02417	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01874	0.0	0.12953	0.00724	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae	0.0	0.01515	0.00084	0.30423	0.00499	2.45762	0.03417	0.21912	2.65076	0.10445	0.3844	0.0	0.35436	1.55817	0.00221	0.0882	3.04634	0.60285	0.20531	1.83746	0.0	0.0	0.0	0.03337	0.0	0.0	0.01935	0.17859	0.03796	0.03693	0.4455	0.0	0.07266	0.11436	1.09469	3.0369	0.77896	1.26369	0.7509	1.60022	0.61743	1.53413	0.24574	0.43014	0.5954	0.0263	0.02592	0.11313	0.082	0.08728	0.10857	0.00146	0.31686
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0929	0.0	0.0	0.0	0.0	0.0	0.93923	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.00387	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae	38.74306	0.05408	0.92899	3.239	0.22049	0.18147	8.02601	34.43512	2.35365	0.9073	0.94877	24.45031	0.29719	0	1.42605	0.01382	0.06852	0.00113	0.41614	3.11435	0	3.86352	98.71522	0.03965	87.24638	21.25054	0.77651	8.00351	0.46717	0.84953	4.55185	0.34287	0.00146	0.0	0.06362	0	2.12598	9.30042	0.02321	0.03649	0.9464	0.04925	13.16944	0.00841	0	4.05604	4.59708	25.54747	3.57495	0.14609	0.00375	1.01891	4.71332
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Hafniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.40956	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17349	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae	0.0	0.0	0.0	0.0	0.0	0.00622	0.15908	0.0	0.0	0.0	0.0	30.45951	0.01213	0	0.03266	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	12.32224	0.0	0.01418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	1.69255	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.61868	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.43441	0.0	0.0	0.0	0.0	0.01709	0.0	0.0	0.02572	0.0	0	0.00348	0.00066	0.11927	0	0.04927	0.0	0.0	0.01472	0.0	0.00229	0.0	0.0	0.12611	0.0	0.0	0.01806	0.016	0.0	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.09358	0.0	0.0	0.01361	1.21334	0	0.00728	0.02364	0.0	0.01169	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01615	0.0	0.0	1.17726	0.61369	0.0	0.00011	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.83759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5321	0	0.0	0.03076	0.0	0.0	0
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified.f__Proteobacteria_unclassified	0.0	0.0	0.0193	0.46179	0.0	0.0084	0.0	1.32447	1.51989	0.0	0.013	0.0	0.0	0.16174	0.0	0.0	0	0.30986	0.0	0.0	0	4.9236	0.0	0.11847	0.0	0.0	0.0	0.04593	0.09085	0.13883	3.94956	3.26811	0.07322	0.07439	0.0	0.0	0.02522	0.0	0.0	0.0853	2.26871	0.05036	0.03395	0.0	0.91733	0.0	0.0	0	1.3338	0.0	0.21484	0.40421	0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae	0.12965	0.0	0.0	0.00259	0.0	0.16088	0.00286	0.92223	0.0	0.0059	0.00162	0	32.24965	0.0	0.02802	0.0	0	0.0	0	0.48733	0	0.0	0.0	0.01424	0	0	0	0.0	0.02325	0	0.0	0	0	0	0.07136	0.0	0	0	0.48439	0.0	0	0.0	0.23871	0.0	0	0	4.83322	0	0.0	0.0	0.08525	0.0	0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae	23.66551	2.85561	0.00686	15.66149	29.93876	3.6591	0.29683	2.90744	2.23572	0.0	0.0	0	0.0	0.57783	0.02118	2.59982	0	0.04887	0	8.53086	0	0.04897	0.0	7.03657	0	0	0	4.21262	0.0	0	1.32267	0	0	0	0.00944	0.52322	0	0	0.0	8.29333	0	6.64223	0.0	6.67213	0	0	9.37244	0	6.61653	8.50146	0.91603	0.43015	0
