study_condition	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0	0.0	0.0316008316008316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002014388489208633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002960331557134399	0.016995865870463943	0.0	0.0008833922261484099	0.00042265426880811494	0.002251527822450949	0.0	0.0007895775759968417	0.0	0.07532467532467532	0.002335669002335669	0.0	0.0	0.0	0.0	0.0	0.0	0.002312673450508788	0.0	0.0	0.0	0.0023192072527935905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017533606078316772	0.0	0.0014589074404279462	0.0	0.0	0.024780976220275343	0.0	0.0	0.0	0.026726726726726727	0.005487228003784295	0.0033459736783403972	0.0	0.0	0.011484098939929329	0.0	0.000722543352601156	0.00016753224995811694	0.0	0.0	0.000427715996578272	0.08860011813349085	0.0002196836555360281	0.0	0.0004540295119182747	0.0	0.0	0.001658374792703151	0.0	0.0	0.0005095541401273885	0.16867754908918853	0.00020742584526031943	0.0002212878955521133	0.0	0.0	0.00017094017094017094	0.000419903422212891	0.030099759201926382	0.0	0.0	0.000781616382679381	0.0	0.01694915254237288	0.019944341372912802	0.002541757443718228	0.0	0.0	0.0032665814514983666	0.0	0.0012464942349641633	0.0	0.00023957834211787255	0.008397355726281936	0.0	0.0002155636990730761	0.0	0.0	0.0006378907080586859	0.007635530669381522	0.001184834123222749	0.00034234851078397807	0.0006330449461911796	0.01168276791732195	0.0	0.0	0.012685827552031716	0.0	0.010109519797809604	0.00017784101013693757	0.0006801178871004307	0.00018635855385762206	0.012051569506726457	0.00596252129471891	0.029676934635612322	0.000871383757406762	0.005372332487688405	0.00015762925598991173	0.00013937282229965157	0.003092624091541673	0.00036845983787767134	0.0	0.0	0.0	0.0	0.00021164021164021165	0.0	0.0	0.0	0.0	0.0	0.0035799522673031024	0.0	0.017114568599717113	0.0	0.0	0.0	0.0	0.006467661691542288	0.0	0.0	0.0	0.0	0.006951340615690169	0.0	0.0	0.0005767012687427913	0.0	0.00338409475465313	0.02528311825125099	0.0	0.0	0.009125937943621983	0.0	0.0	0.001001401962747847	0.0	0.0	0.00019342359767891682	0.0	0.0	0.0	0.0	0.0	0.0	0.00033760972316002703	0.0	0.0	0.0006657789613848203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025786487880350697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040774719673802244	0.0	0.0	0.0	0.00016	0.0	0.00021579628830384117	0.0	0.00022163120567375886	0.0	0.0	0.00017583963425356076	0.0	0.00020984156961494072	0.00013885031935573453	0.0	0.0	0.00021344717182497332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014858841010401187	0.0	0.0	0.0	0.0	0.00031138097462245055	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018452803406671398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008362369337979094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009300595238095238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000321646831778707	0.0	0.0	0.0	0.0004329004329004329	0.0	0.0	0.0	0.0	0.0	0.0	0.0004868549172346641	0.0	0.0	0.0	0.0	0.001265022137887413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002042483660130719	0.0	0.0	0.0	0.0	0.0	0.00017277125086385625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000213857998289136	0.00023626698168930892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007097232079489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018542555164101615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013635124079629124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001212709192335678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015857284440039642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella	0.0	0.0	0.0004158004158004158	0.0	0.0	0.0	0.0	0.0004389815627743635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040559724193875484	0.0	0.0	0.000421674045962471	0.0	0.0	0.00218287654620422	0.0	0.0	0.0	0.0	0.0	0.0002042483660130719	0.0	0.0	0.0	0.0	0.0007671653241273494	0.0	0.0005006257822277847	0.0	0.0	0.0	0.0	0.0001892147587511826	0.00022306491188935982	0.0	0.0	0.0	0.0001570105197048202	0.0	0.0	0.0	0.0	0.00106928999144568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003221130616846513	0.0035668789808917197	0.0	0.0	0.0	0.0001789228842368939	0.0024617548795498505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Paraeggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00975808091075422	0.0010212418300653595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002633658151171978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005154639175257732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010013351134846463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000335795836131632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017583963425356076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011978917105893627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016095284081764044	0.0	0.0	0.012973883740522326	0.0	0.0	0.0	0.0	0.0	0.0	0.0012199372603694668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06152758132956153	0.0	0.0	0.0	0.009114583333333332	0.0	0.0	0.00018542555164101615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13479977439368304	0.0	0.0024324981756263684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011605415860735009	0.0	0.0002847380410022779	0.01310237619364868	0.0	0.0	0.0	0.0028696826468602296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04277016742770168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015537332757876565	0.0017472335468841002	0.0	0.0	0.0	0.07103921223843855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021551724137931034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011063306699446834
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000671591672263264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018768768768768769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002198147275867483	0.0	0.0	0.0	0.0	0.0	0.00011813349084465446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003516792685071215	0.0	0.0	0.0	0.0	0.0	0.0001563232765358762	0.0	0.0	0.0	0.0	0.0	0.0	0.000142025280499929	0.0	0.0	0.0	0.0	0.0	0.0	0.0002155636990730761	0.00012627857052658164	0.0	0.0	0.0	0.0	0.0	0.00042202996412745304	0.06313188047629746	0.0	0.0030581039755351682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031525851197982345	0.0	0.0	0.00018422991893883567	0.002095760116072868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001294665976178146	0.00019119240328850933	0.0	0.0	0.0	0.0	0.0	0.0	0.0016741071428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004515352197471403	0.0	0.0	0.0	0.0	0.0005982053838484546	0.0	0.0003885003885003885	0.0018568534773801485	0.0	0.0	0.0	0.0	0.0	0.0	0.00014585764294049007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001593879502709595	0.0	0.0	0.0	0.0	0.0854553301683211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020768431983385254	0.0	0.0	0.0	0.0	0.0	0.00012476606363069246	0.0	0.0	0.0	0.0	0.0	0.0	0.0002048760499897562
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.0	0.29201841903300085	0.1546777546777547	0.00492880613362541	0.0008481764206955047	0.3973684210526316	0.0007459903021260724	0.0	0.31075914800655374	0.0	0.5956834532374101	0.5450680272108845	0.0022471910112359553	0.028350515463917526	0.14396411092985323	0.6154347118202543	0.35411210057621784	0.6223832528180354	0.2923076923076923	0.5420367081113091	0.0009186954524575103	0.4275700934579441	0.5410777385159011	0.15891800507185122	0.5670633644258606	0.7652811735941308	0.1926569285432294	0.7365937365937364	0.5229437229437228	0.7510844177510838	0.0017429193899782135	0.16572148708254567	0.006526104417670682	0.5537273337810614	0.0028517110266159697	0.12609542356377798	0.3172987974098058	0.5660109511255331	0.01849112426035503	0.0	0.006957621758380772	0.0017869108778199687	0.2929979605710401	0.07057967499393647	0.010582010582010583	0.0028446389496717722	0.0	0.0	0.012197601138442773	0.24162581699346403	0.30161411411411415	0.10695499707773233	0.0	0.41919273788296313	0.0646336785577292	0.008120248790601244	0.007259073842302879	0.2416337738115668	0.0001937984496124031	0.0033140016570008288	0.0	0.045033112582781455	0.12580861030559892	0.0005402485143165856	0.2914878397711015	0.00044169611307420494	0.3279949756633697	0.0024084778420038534	0.00016753224995811694	0.0	0.1775296262534184	0.05474764756201882	0.5057294743059664	0.0024165202108963092	0.017146625632007032	0.5298524404086263	0.002295492487479132	0.00018226556092226375	0.6394219379294004	0.03652540388667759	0.05121597680785956	0.01273885350318471	0.015613910574875798	0.001451980916822236	0.00066386368665634	0.01663982823403113	0.0277826622120626	0.4464957264957265	0.0	0.493980048159616	0.48542516236218064	0.715447154471544	0.31436610911364654	0.317016317016317	0.18624127617148528	0.4624304267161407	0.11510530137981122	0.5801699716713875	0.6803975226847184	0.5335889788382324	0.4767586821015134	0.2961981925833592	0.7156348373557183	0.3279827503593672	0.17741647311059483	0.585016959150568	0.4194869583962059	0.5796186387170105	0.0015600624024961	0.27982139060174355	0.019088826673453803	0.7327352742044688	0.2923656282095173	0.690441021312513	0.02561222197259043	0.38268672472948007	0.3664896185417672	0.013280475718533202	0.7110620167271575	0.1607413647851727	0.4054775031122175	0.17637723872137834	0.6116287737607159	0.1235986547085202	0.4014054514480406	0.5550338091660398	0.41443011502265575	0.590210416355768	0.2924022698612862	0.3923344947735188	0.2673573527137778	0.3645910095799557	0.697404481702402	0.5315639810426541	0.35736752963948715	0.197565543071161	0.6861375661375668	0.6896188036763595	0.07235084594835264	0.5848371079084426	0.4908078715691351	0.690778153081384	0.2897772474144788	0.6515151515151514	0.5850070721357857	0.6170529449287692	0.8340645161290328	0.43354356458771337	0.27101934523809534	0.2609452736318406	0.4605403105722183	0.3415538661227518	0.6528157463094594	0.0003872966692486445	0.13565044687189667	0.6158579465541492	0.11870669745958427	0.48731257208765855	0.5496868475991648	0.1903553299492386	0.3813537002897028	0.5310143517392358	0.4276475343573162	0.4358142364631922	0.36744067364123506	0.31806974286720685	0.2563589024634489	0.6230691497040565	0.6441902468392539	0.5201160541586077	0.7592634689702202	0.24658314350797272	0.493004663557628	0.5912263210368893	0.4579729430028828	0.51981351981352	0.5357866306549617	0.5124079629124624	0.6016287750254493	0.0031069684864624947	0.5917858330562027	0.20678448100751565	0.3234323432343235	0.640315052508752	0.45140032948929176	0.5456794486658421	0.2643657712150862	0.48292178027502614	0.8163912756113675	0.5475787855495782	0.5880313536328007	0.6132596685082875	0.5385355131199348	0.5870851133749591	0.4909916729750198	0.291595463725338	0.5372239286236647	0.21144920061887576	0.4566210045662105	0.6562696912413364	0.4757520960052606	0.657049790600279	0.16163450624290573	0.32569867619247744	0.35792672632112044	0.46388933569245594	0.30152905198776747	0.47210710870258266	0.6568905707978561	0.6931067044381484	0.5188800000000001	0.6506367292225205	0.3262839879154075	0.5616385167928548	0.0013297872340425534	0.47494816862474065	0.6148528099910792	0.46333743625813206	0.426763737216155	0.5937467212254742	0.6763399055817834	0.258774373259053	0.5972948047955725	0.4358591248665957	0.7368185212845403	0.6274431591543674	0.6221509370251558	0.5120665742024963	0.20715001670564648	0.5561786085150574	0.28032786885245903	0.37586206896551694	0.410116585182399	0.7151930894308933	0.6383358098068348	0.383655645664379	0.5961921000284173	0.34705349048050765	0.5202634245187444	0.8190876537443568	0.6298353121409427	0.33627717391304357	0.4052448268797376
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001789228842368939	0.0026375945138034113	0.00017094017094017094	0.000419903422212891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023957834211787255	0.0	0.0	0.0	0.0002525571410531633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008047642040882022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001294665976178146	0.00019119240328850933	0.0	0.0	0.00014144271570014144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017611835153222966	0.0	0.0	0.0	0.0	0.0	0.0	0.00022207417277370642	0.0	0.0	0.0	0.0	0.00040905372238887375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007951934970842905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016883336147222692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002373759171342253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
