dataset_name	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018
study_condition	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales.f__Cardiobacteriaceae.g__Cardiobacterium	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00442	0.0	0.0	0	0.0	0.0	0	0.00773	0.07375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03403	0.39377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Enterobacter	0.30629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37708	0.0	0.02106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.15643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.00141	0.0	0.00671	0.0	0.0	0.0	0.0355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia	1.99571	0.89218	0.10129	0.20142	0.13362	6.14928	1.34616	0.10312	29.4945	0.8227	0.03629	0.23588	0.12642	1.6425	0.79874	0.31835	0.0404	0.01971	0.76623	0.10885	0.30664	1.39252	0.01585	2.62716	0.57407	1.2941	0.04198	0.17934	0.59066	1.39043	0.00397	0.26296	0	0.59615	0.50638	0	1.24856	1.87397	0.07907	1.4572	0.08352	0.74866	39.77321	0.1246	0.10778	0.08059	0.14028	3.09874	0.03737	12.33799	0.03517	0.18709	2.3329	0.64728	0.69373	0.16811	1.59039	0.24983	0.11798	0.20119	3.87082	49.10221	0.14092	0.11316	0.06861
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella	4.6611	2.90716	0.29601	0.09574	0.0	0.0	0.07873	0.16055	18.57878	1.16297	0.0	0.01851	0.0379	0.10973	0.0	0.0	0.01168	0.0	0.06544	0.00786	0.491	0.0	0.0	0.0	0.42796	0.0	0.0	0.0	0.02855	3.0486	0.1364	0.03828	0	0.0021	0.08951	0	0.10419	0.26769	0.0	0.09922	0.0	0.0	22.83091	0.25228	0.0	0.02493	0.04577	0.01251	0.0	0.0	0.0052	0.01557	0.27863	0.1085	1.06865	0.13484	0.33071	13.28285	0.20912	0.00757	0.03913	0.00621	0.49221	0.0	0.06484
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Kluyvera	0.00933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.02153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Kosakonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Raoultella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01889	0.0	0.0	0.0	0.00822	0.00486	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Hafniaceae.g__Hafnia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.00132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Rahnella	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00347	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus	0.00898	0	0	0.05785	0.02175	0.0	0.00297	0.0	0.0	0.0	0.0037	0.88975	0.0	0.006	0.0	0.0	0.02751	0.0	0.0	0.0	0.06455	0.0	0.00478	0.0	0.0	0.10317	0.0	0.01006	0.10607	0.00897	0.00964	0.1098	0.0	0.00213	0.0	0.0	0	0.0	0.00317	0.0	0.00337	0.01204	0.0	0	0.0	0.0	0.09192	0	0.01376	0.0	0.1676	0.04226	0.0	0.01684	0.00526	0.0	0.01448	0.01873	0.0	0.0	0.0	0.00172	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Rodentibacter	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0043	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae.g__Vibrio	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.00115	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified.f__Proteobacteria_unclassified.g__Proteobacteria_unclassified	0.0518	0	0	0.03064	0.22409	4.81129	0.0	0.15691	0.0317	2.00509	0.00712	0.0	0.1301	0.12111	3.73004	0.24324	0.34417	0.00293	0.19041	0.15661	0.0	0.0169	0.00329	0.85727	0.05122	7.62925	3.29101	0.01395	0.0013	0.0	0.01182	0.0	0.0	2.23712	0.18857	1.46612	0	0.00623	2.40263	0.09679	0.31895	0.87357	0.42382	0	0.01769	0.08156	2.1447	0	1.7481	0.00568	0.00937	0.37368	0.0632	0.01695	0.14722	1.75683	0.7734	0.0	2.22075	0.05974	0.31097	0.0	0.0446	18.28737	1.29281
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Cloacibacillus	0.0	0	0	0	0	0	0	0	0.00102	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0.0439	0.0	0.0	0	0	0	0	0	0	0	0.01019	0	0	0.0	0.00106	0.0	0	0.0	0.0	0	0	0.0	0.0	0	0	0	0.0	0.0012	0.00927	0	0.01042	0.0	0.0	0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Fretibacterium	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0.00155	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Pyramidobacter	0.0	0	0	0	0	0	0	0	0.01215	0	0	0.0	0.0	0	0	0.0	0	0.00657	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0.00331	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.02479	0.0	0.0	0	0.0	0.2395	0	0	0.04886	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0.00872	0.02473	0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	0.17964	0	0	0	0	0	0	0	0.04082	0	0	0.04919	0.01154	0	0	0.00409	0	0.0	0	0.24482	0	0	0.01835	0.03833	0	0	0	0	0	0	0	0.0	0.11364	0.04335	0	0	0	0	0	0	0	0.02232	0	0	2.99084	0.0	0.14007	0	0.0	0.06661	0	0	0.0	0.06333	0	0	0	0.31934	0.09673	0.00109	0	0.0	0.0	0.0	0
