dataset_name	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella	0.0	0.0	0.0	0.01366	0.0	1.3472	0.00584	0.01968	0.19307	0.0	0.0	0.0	0.10581	0.00943	0.10196	0.0	0.00406	0.0	0.0	0.43871	0.0	0.0	0.0	0.0	0.03672	0.01716	0.0529	0.0	0.00418	0.00803	0.0	0.11996	0.02648	0.08396	0.01878	0.0	0.0	0.0	0.00117	0.0519	0.0	0.0	0.0	0.0	0.0	0.02487	0.1187	0.0	0.01019	0.0	0.1156	0.0	0.0	0.0	0.0	0.01541	0.0	0.04805	0.0	0.0	0.0	0.05798	0.0	0.0	0.0	0.27361	0.0	0.00982	0.0	0.0	0.0	0.00082	0.00284	0.0	0.00863	0.11597	0.0	0.4804	0.12816	0.04248	0.0	0.0	0.03331	0.0	0.32824	0.03346	0.0	0.0	0.0307	0.02564	7.50855	0.00606	0.0	0.0	0.02701	0.0	0.02554	0.02989	0.0	0.05478	0.00523	0.0	0.29838	0.4763	0.0	0.8295	0.00382	0.08765	0.00187	0.0	0.09965	0.0	0.02003	0.0	0.0	0.02541	0.0	0.0	0.06094	0.03518	0.31952	0.0	0.03789	0.0	0.0	0.00772	0.0	0.03757	0.0	0.0	0.0	0.05535	0.0	0.00678	0.27492	0.02484	0.0	0.05279	0.0282	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter	0.0	0.0	0.0	0.02192	0.06344	0.3177	0.0	0.02324	0.03447	0.0	0.0	0.0	0.02787	0.00083	0.03137	0.0	0.00508	0.0	0.0	0.13459	0.0	0.0	0.0	0.0	0.00423	0.0041	0.01785	0.00026	0.0	0.0	0.01754	0.24288	0.00031	0.01416	0.0	0.0	0.0	0.0	0.0	0.00777	0.00153	0.0	0.00716	0.0	0.0	0.014	0.02547	0.0002	0.0	0.05403	0.01372	0.0	0.0	0.01938	0.0	0.04585	0.0	0.01	0.0	0.0	0.0	0.00992	0.0	0.00328	0.01127	0.06084	0.00565	0.0377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02211	0.0	0.07508	0.04076	0.08737	0.0	0.0	0.00445	0.0	0.05736	0.0	0.01114	0.0	0.12398	0.00253	1.64937	0.0	0.0	0.00036	0.00295	0.0	0.02681	0.03408	0.0	0.04337	0.0	0.0	0.04796	0.12022	0.0	0.35986	0.00892	0.07767	0.02419	0.0	0.01385	0.0	0.15458	0.0	0.01595	0.00739	0.0	0.0	0.00879	0.01357	0.1116	0.0	0.00551	0.0	0.0	0.00495	0.0	0.0	0.0	0.0	0.0	0.04312	0.0	0.0	0.0593	0.03091	0.0	0.06239	0.01175	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.0	0.0	0.0	0.0	0.15669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04009	0.0	0.0	0.0	0.0	0.51667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01744	0.0	0.0	0.0	0.0	0.0	0.00889	0.0	0.0	0.0	0.0	0.12051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08986	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	2.20757	49.77123	87.62996	54.20267	0.46946	49.38456	11.71013	49.2549	50.20222	2.85442	1.46537	62.11865	77.49349	57.24402	2.13448	18.74884	39.91374	8.86312	2.789	19.29376	16.59872	7.85312	3.99736	2.77957	11.63402	31.165	26.244	54.06956	43.69524	81.21715	24.43412	0.47029	60.25387	26.05419	61.47601	0.14335	9.41599	1.56542	4.04549	4.85515	4.86212	19.08229	0.2716	0.32386	0.07131	69.82007	49.35619	2.93941	81.90981	40.38753	43.59665	0.50056	0.33714	2.51961	1.5972	19.52302	0.27895	69.39747	1.39818	2.71446	2.27586	1.71089	0.3514	11.85951	12.80711	43.90523	31.1971	0.60587	0.23266	0.93036	9.98191	6.28049	70.35415	7.66454	87.74364	3.37369	2.03655	49.99525	35.52172	32.25917	35.40834	12.71994	20.93191	3.27039	11.9792	5.89084	0.74445	9.60084	23.08734	9.3388	25.09657	67.46517	27.02977	2.44931	68.58853	0.58173	2.5013	10.09098	23.73366	56.56517	71.3569	1.58018	30.65923	44.00787	40.50235	35.26074	9.40294	39.51406	4.02075	33.22513	58.48514	1.18264	38.10038	4.12069	1.02233	64.15939	1.45906	1.03036	54.44966	27.30767	23.34854	0.81172	37.56096	31.79977	3.39185	17.91507	14.57293	36.92963	5.83259	0.73752	70.21685	48.80074	2.72198	17.02098	18.5639	29.28095	0.53864	19.67282	58.47147	11.23296
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	0.11504	0.0	0.0	0.0224	0.01704	0.0	0.0	0.19659	0.0	0.0	0.0	0.0	0.0	0.0	0.10675	0.0	1.43518	0.01528	0.0	0.01456	1.12337	0.0	0.40405	0.00212	0.0	2.98316	0.0	0.14936	0.0	0.0	0.0	0.12028	0.0	0.0	0.04084	0.00794	0.05369	0.0	0.0	0.73916	0.0	0.0	0.0	0.0	0.0	0.12253	0.0	0.00998	0.0	0.85956	0.0	0.0	0.0	0.0	0.0	0.16349	0.0	0.0	0.0	0.22365	0.21062	0.0559	0.00301	0.22232	0.15755	0.0	1.29159	0.0509	0.00507	0.0	0.03936	0.0	0.29172	0.09772	0.0	0.00214	0.00596	0.0	0.40971	0.0	0.0	1.45087	0.0	0.50627	0.0	0.2216	0.0	0.0	1.29551	0.0	0.0	0.0	0.07378	0.0	0.15435	0.0	0.10685	0.28614	0.16458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68505	0.0	0.05452	0.13877	0.0	0.0	0.08759	0.09527	0.06189	0.38585	0.0	0.0	0.0	0.0	0.0	0.04421	0.0	0.1356	0.0	0.00999	0.4985	0.0	0.14187	0.01258	0.0	1.72119	0.0	0.0	0.02372	0.19399	0.0	0.5209	1.31588	1.61601
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.0	0.0	0.0	0.0504	0.0	0.04572	0.0	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02834	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.38074	0.00855	0.0	0.0	0.0	0.00342	0.0	0.25183	0.0	0.0	0.0	0.00113	0.0	0.0	0.00277	0.94289	0.12713	0.00222	0.0	0.0	0.3286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14998	0.0	0.01689	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	5.10324	0.0	0.0	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03546	0.0	0.0	0.00105	0.0	0.0	0.51976	0.02952	0.0	0.02652	0.02216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14656	0.0	0.0	0.0	0.0	0.0	0.10113	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.04584	0.0	0.0	0.00064	0.0	0.0	0.07316	0.06185	0.0	0.0	0.0	0.0	0.0	0.0	0.03638	0.0	0.39051	0.0	0.0	0.00327	0.24355	0.0	0.03317	0.0	0.0	0.5941	0.0081	0.35827	0.0	0.00466	0.0	0.00584	0.03191	0.0	0.0	0.0	0.0	0.00239	0.0	0.10033	0.09837	0.0	0.0	0.0	0.0	0.04781	0.05396	0.00735	0.02581	0.03669	0.02853	0.0	0.0	0.0	0.0	0.01033	0.0	0.0	0.0	0.00294	0.01726	0.0	0.0	0.01572	0.07688	0.0	0.25969	0.0	0.0	0.0	0.04889	0.00926	0.0	0.15615	0.0	0.0	0.0	0.0	0.01236	0.0	0.0	0.32119	0.0	0.05755	0.0	0.0	0.0	0.0	0.78964	0.00726	0.02517	0.0	0.00605	0.00026	0.00251	0.01013	0.01077	0.05534	0.0	0.0	0.0075	0.0	0.0	0.0175	0.0	0.0	0.10815	0.0	0.0	0.51169	0.0	0.0	0.0	0.02322	0.00776	0.01232	0.00199	0.0	0.00849	0.0	0.0	0.03945	0.0	0.15012	0.00228	0.00147	0.05402	0.00886	0.01705	0.0	0.0	0.20439	0.0	0.0	0.04412	0.0	0.0	0.11125	0.21183	0.03588
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	0.13256	0.0	0.0	0.02728	0.02149	0.10424	0.41645	0.83248	0.0	0.02303	0.0	0.0	0.0	0.06615	0.09968	0.0	0.47999	0.00871	0.0	0.11519	1.89439	0.00467	0.4622	0.00238	0.0	1.25885	0.11277	0.50361	0.0	0.03726	0.7547	0.01423	0.0	0.0	0.0	0.00296	0.04503	0.02235	0.01613	0.76468	1.1543	0.54175	0.09889	0.0	0.0	0.05432	0.03605	0.03479	0.26185	0.38318	0.10941	0.0	0.0	0.01625	0.0	0.06877	0.01196	0.0	0.0	0.07099	0.09869	0.0	0.00089	0.15783	0.10134	0.0	0.6774	0.06128	0.07795	0.0	0.01879	0.01111	0.11806	0.12471	0.0	0.0	0.06766	0.15201	0.10329	0.0	0.0	0.71512	0.12629	0.15778	0.01402	0.12408	0.0254	0.0	0.62863	0.03818	0.0	1.68131	0.03105	0.02827	0.03026	0.02494	0.0858	0.30942	0.13753	0.79822	0.13891	0.0	0.15292	0.11178	0.0	0.0	0.22808	0.2929	0.00882	0.65662	0.0	0.0	0.33665	0.10273	0.05021	0.25222	0.01198	0.0221	0.0	0.0	0.0	0.25098	0.0	0.43004	0.06144	0.32187	0.49019	0.04826	0.07073	0.0	0.0	0.52218	0.05791	0.36974	0.14335	0.20581	0.0	0.19785	0.54652	0.35217
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.01606	0.0	0.0	0.0	0.01489	0.0	0.0	0.00098	0.00474	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	0.13262	0.0	0.0	0.0	0.00942	0.0	0.0	0.60161	0.0	0.04206	0.0	0.0	0.0	0.0	0.00506	0.0	0.0	0.01347	0.0	0.15359	0.0	0.09727	0.82428	0.15949	0.0	1.90603	0.0	0.61494	0.0	0.0	0.0	0.00062	4.42924	0.0	0.0	0.0	0.0	0.03797	0.0	0.0	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.19669	0.0	0.0	0.0	0.0	0.00353	0.02569	0.0	0.0	0.00581	0.0	0.0	0.0	0.0	0.0	0.00338	0.16824	0.0231	0.0	0.0	0.0	0.00245	0.0	0.0	0.0576	0.943	0.0	0.0	0.39545	0.00966	0.0	0.0	0.0	0.0	0.22332	0.0	0.15846	0.0	0.0	0.0	0.00393	2.50354	0.0	0.0	0.0	0.09452	0.05148	0.0	0.09569	0.10767	0.26036	0.0	2.06543	0.0	0.0	0.0	0.0	0.0	0.0	0.1901	0.0	0.0	0.79747	0.0	0.0	0.0	0.21655	0.06734	0.0	0.39071	0.0	0.0	0.0	0.0	0.0	0.0	0.93833	0.32452	0.0	0.0	0.0	0.48706	0.0214	0.0	2.09953	0.0	0.0	0.2081	0.0	0.0	0.32137	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	86.70045	0.0051	0.45568	0.0	28.31921	0.00082	49.08906	0.03237	0.04709	81.16841	83.35507	0.01204	0.0	0.01107	23.56106	67.58585	0.0	76.73626	36.1192	45.34156	18.55978	83.09672	38.59574	52.61373	0.0	0.00361	0.00931	1.58153	0.0589	0.02474	0.15539	3.84339	0.02298	0.03851	0.0	59.63133	75.92065	15.46605	4.50757	43.33815	19.83077	1.36775	34.55019	47.64256	91.55897	0.0	0.00784	81.76086	0.0	0.01396	0.02593	54.9892	93.75582	41.60707	22.2593	0.00796	47.60337	0.01175	96.47279	67.42332	85.69182	34.15646	47.0638	0.00378	77.62821	0.05428	0.02922	65.2628	91.68978	0.02648	79.61413	90.56873	0.84659	69.7207	0.01456	70.24625	7.81194	0.72176	0.0	0.02118	0.0	65.1613	54.33171	72.59704	0.06535	0.01816	85.87235	87.69796	2.77802	0.02685	0.11534	0.03162	0.00694	87.14302	0.00316	76.73945	74.64927	43.9809	29.63168	0.0	0.0	90.09243	0.0	0.0	0.00887	0.03708	60.58071	0.04464	71.46648	26.56295	0.01068	29.87278	0.00868	2.5712	14.4286	0.0	13.44554	93.73393	0.01974	0.0016	0.0	26.00727	0.0	18.55008	60.37248	49.97245	62.2603	0.05248	51.46828	92.72914	0.0	0.00483	83.03502	0.00225	25.63646	0.0	3.86824	0.0	0.43487	61.95271
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	0.58172	0.0	0.0	6.8157	1.48864	3.04697	16.89798	10.60663	0.0	0.26975	1.79737	0.0183	2.97701	3.68894	55.8835	0.0	12.05286	0.12609	0.46199	4.9414	2.00798	0.02019	22.50526	2.17087	68.71948	24.57599	24.62594	14.00152	0.16154	0.0	22.54518	9.25902	3.85755	0.0	21.65412	0.05961	0.43079	15.22698	0.62943	18.1271	0.60198	1.5673	20.4337	0.0198	0.07476	8.89006	6.88608	5.42409	2.25142	21.09299	0.26176	0.0	0.00045	6.02649	0.00612	43.33996	0.20442	0.01658	0.00221	17.27979	3.54923	1.73816	1.72869	22.49572	1.26206	0.0	12.97581	11.13961	0.25026	0.0004	1.25819	0.20196	0.81318	4.54374	0.0	0.88042	24.35864	6.89007	3.17997	1.25298	0.3987	7.42646	3.60066	4.02967	0.0691	0.0	0.46092	0.0	20.48886	7.18481	0.24337	0.83252	0.24417	0.99338	0.15195	1.1258	4.20847	12.49378	4.10588	23.18501	3.29206	0.0	1.61232	0.87254	5.96067	0.0	5.96389	19.52574	2.98235	19.44287	0.0	0.03472	25.06865	40.77309	4.73278	0.84748	22.77894	1.39098	0.07381	0.11386	0.67087	2.10338	0.0	18.58929	0.21334	5.22764	6.89793	2.28865	18.44913	0.63482	0.21988	11.94539	0.19409	0.0	15.03635	9.04878	0.04846	28.09144	1.05288	4.89912
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	0.26425	3.81235	0.0	0.28758	0.15877	0.83992	0.98409	2.43794	3.78477	0.0694	0.3045	0.65323	0.95156	2.64086	0.30719	0.98142	3.7271	0.38118	0.08151	0.80386	2.80685	0.42686	0.86552	0.08407	2.32146	5.91727	0.69804	1.58991	0.0	3.83667	0.42204	0.19491	1.47745	5.55783	0.94923	0.02394	0.44544	0.13487	0.03012	2.02222	0.13833	1.75749	0.16467	0.00384	0.06961	2.62252	5.14196	0.37745	6.26031	1.43386	1.08265	0.04517	0.05074	0.09636	0.08231	0.92749	0.12047	3.5756	0.0	0.13792	0.62048	0.06945	0.04309	0.39307	0.23618	1.59943	1.85367	0.08555	0.16357	0.03508	0.44147	0.66092	0.76684	0.25669	2.30105	0.24122	0.1444	3.173	0.91349	1.09692	0.76564	1.31076	1.11355	0.48895	4.03633	1.66012	0.18397	0.11077	0.18173	0.40274	1.3688	0.0	0.25813	0.07856	7.48784	0.21725	0.43287	0.76993	1.2542	2.15659	0.21895	0.07106	1.84028	1.0716	0.0	0.0	0.656	0.49539	0.16483	3.20157	0.34912	0.0	0.98435	0.46594	0.08667	5.71045	0.17552	0.24191	0.31994	0.26357	0.22658	0.17256	0.23279	1.58748	0.46095	0.23344	0.9179	4.7092	0.23034	0.0213	0.28126	0.6018	0.06749	0.72443	0.31716	1.39109	0.0822	0.79917	1.7731	1.87581
k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Anaerolineaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03294	0.0	0.0	0.0	0.0	0.0	0.01603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Coprothermobacterota.c__Coprothermobacteria.o__Coprothermobacterales.f__Coprothermobacteraceae.g__Coprothermobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
