dataset_name	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified	1.63414	1.34895	0.0503	0.1691	0.72329	0.20733	0.65324	0.35447	1.02287	0.39821	0.16906	0.0	0.17323	0.30408	0.09367	0.54331	0.56746	1.04293	1.52919	0.1368	0.21976	0.46262	2.32092	0.57993	1.53585	0.14533	1.10979	0.49415	2.13007	0.61472	0.50949	0.25808	0.53105	2.30998	0.59248	1.26688	2.29686	0.78463	0.30858	1.49961	0.61149	0.1693	0.02782	2.78414	0.02472	0.06295	0.72936	1.06497	0.51776	0.139	0.12415	3.01866	0.90319	0.89911	5.96929	0.41513	1.27836	0.0	0.00679	0.32851
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus	0.0	3.43107	1.74762	0.0	0.67381	0.39105	3.57634	0.0	0.0	0.0	0.0	0.0	0.0	1.31622	0.0	0.0	0.0	0.0	0.0	0.18282	0.00058	2.56018	0.0	0.0	0.0	1.02948	0.0	0.0	0.0	1.13134	0.0	0.0	0.0	0.0	3.56903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61631	0.2307	0.12918	0.16045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31351	2.6621	0.0	0.08873	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium	1.60749	0.25245	1.90781	0.0	0.19189	2.86285	0.0	1.37136	0.67733	0.63983	0.46283	0.0	1.57734	0.0	0.43813	0.0	3.52317	1.74532	0.45916	0.06963	0.0	0.20252	3.40465	0.0	0.13409	0.0041	0.0124	0.27514	0.0	1.65346	0.31763	0.07552	0.0	1.18983	0.14762	0.0	1.52506	0.0	1.13529	0.81262	0.0	0.0968	0.06729	0.2891	0.02968	0.46207	0.0	0.29509	0.19834	0.0	0.05961	0.0	0.32074	0.0	0.94794	0.88285	0.0	0.0	2.03965	2.17849
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas	0.0	0.79531	0.0	0.0	0.07024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31758	0.0	0.0	0.0	0.0	0.0	0.10386	0.0	0.0	0.99949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	11.04584	0.0	0.0	0.00907	0.1105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19575	0.0	0.0	0.46371	0.0	1.01361	1.32789	1.34822	0.0	0.0	0.00835	0.0	0.0	0.78437	0.31776	0.0	0.77446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09946	0.20803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Selenomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Allisonella	0.02968	0.0	0.0	0.0	0.0	0.05356	0.04697	0.0	0.0	0.0	0.0	0.0	0.10793	0.0	0.0	0.0	0.0	0.0	0.0	0.0195	0.0	0.1016	0.0	0.00474	0.0	0.00959	0.0	0.0	0.0	0.01009	0.0	0.0	0.0	0.0	0.01189	0.0	0.0	0.0	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.00672	0.05952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister	0.0	0.0	0.0	0.0	0.0	0.0	0.24936	0.34335	0.0	0.0	0.0	0.0	0.0	0.46128	0.0	0.32344	0.0	0.0	0.0	1.61796	0.56112	1.17937	0.14172	0.01506	0.0	0.21143	0.38163	0.15486	0.29909	0.0	0.53732	0.79636	0.70927	0.0	0.0	0.21738	0.0	0.41331	0.0	0.0	1.6155	0.01177	0.0	0.00034	1.66544	0.0	0.0	0.0	0.0	1.17953	0.12459	0.55026	0.0	0.35277	0.0	0.0	0.12055	0.0053	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Megasphaera	0.0	0.17528	0.0	0.0	0.13231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51836	0.26187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71459	0.01643	0.0	0.0	0.0	0.0	0.0	0.0	1.76082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella	0.13704	0.0	0.0	0.0	0.01774	0.0	0.0	0.0	0.01042	0.0	0.0	0.0	0.0	0.00406	0.03592	0.0	0.78793	0.0	0.31587	0.0	0.237	0.14328	0.0	0.08631	0.00339	0.0	0.0	0.03362	0.0	0.0	0.00286	0.01243	2.04424	0.0	0.04348	0.0	0.0	0.0	0.0128	0.0	0.0	0.00841	0.0	0.03837	0.0	0.02042	0.00409	0.0	0.0	0.01173	0.02408	0.01539	0.02152	0.0	0.0	0.0	0.0	0.0	0.12828	0.0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Anaerococcus	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.01729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.09718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia	0.0	0.0	0.0	0.0	0.01985	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas	0.01341	0.0	0.0	0.0	0.0	0.0	0.21184	0.08518	0.0	0.01951	0.0	0.0	0.0	0.18833	0.0	0.01807	0.0	0.02222	0.0011	0.0	0.0	0.03139	0.00323	0.0	0.0	0.07204	0.0	0.0	0.0	0.2118	0.3388	0.0	0.0	0.0	0.0	0.06526	0.06712	0.0	0.00272	0.0	0.0	0.0	0.11223	0.0	0.00525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Peptoniphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium	0.02003	0.0	0.0	0.00075	0.0	0.0	0.00994	0.35978	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.01009	0.0	0.0	0.0	0.13733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.07921	0.0	0.0	0.0	0.0	0.00859	0.0	0.0	0.0	0.0	0.0	0.0	0.00559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales.f__Victivallaceae.g__Victivallis	0.0	0.0	0.0	0.0	0.0	0.0	0.01885	0.04806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03216	0.0	0.0	0.02041	0.0	0.006	0.04324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01113	0.0	0.0	0.00483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Comamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.33689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Oxalobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella	0.0416	0.0	0.01213	0.24893	0.00029	0.00444	0.0	0.0	0.0	0.0	0.13404	0.1631	0.0	0.0	0.02629	0.0	0.0	0.0	0.00042	0.0	0.45886	0.0	0.20128	0.00455	0.0	0.0	0.09562	0.23052	0.0	0.08226	0.00037	0.0	0.10499	0.01278	0.0	0.0	0.0	0.0	0.11041	0.00268	0.04021	0.05141	0.03491	0.03352	0.15947	0.0	0.0	0.07332	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.12712	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella	0.0	0.0	0.0	0.0	0.04793	0.00814	0.0	0.0	0.0	0.0	0.0	0.0	0.01722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00473	0.0	0.63286	0.0	0.0	0.07906	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Turicimonas	0.0	0.0	0.0	0.02239	0.0	0.0	0.0	0.0	0.0	0.006	0.00407	0.007	0.0	0.0	0.00571	0.0	0.0	0.0	0.0	0.0	0.0474	0.0	0.00644	0.0	0.0	0.0	0.0	0.02005	0.0	0.00154	0.0	0.0	0.02297	0.0	0.0	0.0	0.0	0.16052	0.0	0.0	0.0	0.02211	0.0	0.01804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02848	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Eikenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.11398	0.08773	0.00057	0.0	0.07384	0.01308	0.05991	0.08003	0.0	0.02254	0.03206	0.30385	0.0	0.03701	0.0	0.08537	0.0138	0.00902	0.03944	0.0	0.03537	0.06543	0.02433	0.00904	0.03713	0.02412	0.0	0.00489	0.12648	0.04516	0.04748	0.01937	0.0	0.0	0.0	0.09106	0.0	0.05776	0.01248	0.00676	0.0304	0.00861	0.2065	0.0	0.05879	0.0	0.06974	0.0	0.09178	0.0	0.01442	0.05345	0.03999	0.01249	0.11989	0.02001	0.18041	0.0	0.0	0.0574
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.0	0.0	0.00435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13778	0.0	0.47107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12168	0.0	0.0	0.0	0.03831	0.0	3.23836	0.0	0.0	0.0	0.0	0.12913	0.0	0.0	0.0	0.0	0.0	0.07993	0.08822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20257
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrionaceae_unclassified	0.0	0.07394	0.04151	0.0	0.0	0.02974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17202	0.0	0.0	0.0	0.0	0.03975	0.0	0.0	0.0	0.02568	0.0	0.23094	0.0	0.04583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01233	0.0
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__Aeromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01384	0.91719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Anaerobiospirillum	0.0	0.0	0.01525	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34541	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Succinatimonas	0.0	0.0	0.92711	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.0379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter	0.0	0.0	0.0	0	0	0.0	0.03434	0.0	0.46847	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01912	0.0	0.0	0.0	0.0	0.01174	0.0	0.0	0.0	0.0	1.03664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00355	0.0	0.0	0.0	0.0	0.0	0	0.00098	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Enterobacter	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.27694	0.0	0.0	0.0	0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59538	0.0	0.0	0.0045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia	3.58788	0.39643	0.21822	0	0	3.8173	0.20174	0.2205	0.0	0.34418	0.00575	0.21906	0	0.75727	0.26301	0.05462	21.09679	1.83676	0.16817	0.11585	1.44778	0.00447	0.2615	0.46205	0.0	0.0014	1.86404	0.19816	0.24237	0.21013	2.67668	0.24715	0.00753	0.00619	0.05667	0.16296	1.90823	0.0278	0.01144	0.01265	0	0.0	12.33408	0.75673	0.14856	0.0	0.24994	1.15159	0	0.3828	0.0	0.0923	0	0	1.32818	0	0.18051	0	0.18892	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella	0.0	0.0	0.0	0	0	4.97715	0.0	0.0	0.75472	0.00769	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04937	0.0	0.0	0.72685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	1.15666	0	0	0.0	0	0.0	0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Raoultella	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00558	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.01258	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Hafniaceae.g__Hafnia	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.15395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0019	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Morganella	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.08663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.51485	0.0	0.02155	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus	0.05071	0.0	0.0	0.0	0.0	0.0	0.00736	0.0	0	0.0	0.0	0.0	0	0.00872	0.0	0.0	0.03706	0.0	0.22296	0.04975	0.03057	0.00402	0.0	0.0171	0.0	0	0.0	0.01678	0.0	0.0	0.0	0.0	0.76276	0.0	0.0153	0.0	0.0	0.0	0.01642	0	0.0	0.0344	0	0.00882	0.0	0.06704	0	0.0	0.0	0.12129	0.01389	0.0	0.0	0.0	0	0	0	0.0	0.02888	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.01574	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified.f__Proteobacteria_unclassified.g__Proteobacteria_unclassified	0.0	0.0	0.0	0.00699	0.0	0.0	0.01762	0.0	0	0.0	0.04339	0.00908	0	0.0	0.06212	0.0	0.0	0.0	0.0	0.0	0.03308	0.0	0.32322	0.0	0.0	0	0.00238	0.0	0.0	0.05325	0.0	0.0	0.12607	0.0	0.0	0.0	0.0	0.0	0.00218	0	0.0	0.22267	0	0.21399	0.0081	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.73039	0.0	0.0
k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Treponema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.02859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Cloacibacillus	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.04654	0	0.02913	0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.01862	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0
